timestamp,title,description,source,url,sentiment,polarity,confidence,subjectivity,method
2025-11-06 01:22:59+00:00,How deep-sea mining could threaten a vital ocean food source,"The race to mine battery minerals from the ocean floor would create a new stream of waste that could rob sea life of a critical food source, according to new research published today in the journal Nature Communications. That could have far-reaching effects a…",The Verge,https://www.theverge.com/news/814694/deep-sea-mining-waste-battery-metals-research-trump,negative,-0.6510666608810425,0.6510666608810425,0.0,finbert
2025-11-06 00:00:00+00:00,AI-enhanced clustering of mine tailings using Geostatistical data augmentation and Gaussian mixture models,Scientific Reports - AI-enhanced clustering of mine tailings using Geostatistical data augmentation and Gaussian mixture models,Nature.com,https://www.nature.com/articles/s41598-025-22625-8,neutral,0.0,0.9200437068939209,0.0,finbert
2025-11-06 02:33:59+00:00,"Doctor reveals impact of air pollutants on newborns: ‘Babies spend longer time in the nursery, need respiratory help’",Toxic particles can cross the placenta and interfere with the baby’s development process,The Indian Express,https://indianexpress.com/article/health-wellness/doctor-impact-air-pollutants-newborns-babies-longer-nursery-respiratory-help-10348782/,negative,-0.8906593322753906,0.8906593322753906,0.0,finbert
2025-11-06 00:00:00+00:00,Anisotropic mass enhancement in a two-dimensional heavy-fermion material,"In a heavy-fermion material, hybridization of conduction electrons and electrons in partially filled core-levels enhances the mass of charge carriers. Now, experiments using a two-dimensional heavy-fermion material show that the hybridization can be extremely…",Nature.com,https://www.nature.com/articles/s41567-025-03067-5,neutral,0.0,0.8282286524772644,0.0,finbert
2025-11-06 00:00:00+00:00,Primacy of lattice distortion over strain in platinum fuel cell nanoalloy catalysts,"Energy Environ. Sci., 2025, Accepted ManuscriptDOI: 10.1039/D5EE04563K, PaperAmir Gasmi, Meryem Ennaji, Ashwin Thirumalai Shekhar, Rémi Bacabe, Morgane Stodel, Frédéric Lecoeur, Marc Dupont, Camille Roiron, Raphael Chattot, Carlos Augusto Augusto Campos Roldá…",Royal Society of Chemistry,https://pubs.rsc.org/en/content/articlelanding/2025/ee/d5ee04563k,neutral,0.0,0.9073759317398071,0.0,finbert
2025-11-06 02:24:00+00:00,Fortuna Reports Results for the Third Quarter of 2025,"(All amounts are expressed in US dollars, tabular amounts in millions, unless otherwise stated)  VANCOUVER, British Columbia, Nov.  05, 2025  (GLOBE......",GlobeNewswire,https://www.globenewswire.com/news-release/2025/11/06/3182139/0/en/Fortuna-Reports-Results-for-the-Third-Quarter-of-2025.html,neutral,0.0,0.9529364109039307,0.0,finbert
2025-11-06 00:00:00+00:00,Na2S-Catalyzed Dehydrogenative Condensation of 2-Aminobenzyl Alcohols and Ketones: A Synthesis of Quinolines,"Org. Biomol. Chem., 2025, Accepted ManuscriptDOI: 10.1039/D5OB01438G, CommunicationLe Anh Nguyen, Thi Thanh Tam Nguyen, Duc Long Le, Quoc Anh Ngo, Thanh Binh NguyenThe transition metal-catalyzed dehydrogenative cyclization of 2-aminobenzyl alcohols with keton…",Royal Society of Chemistry,https://pubs.rsc.org/en/content/articlelanding/2025/ob/d5ob01438g,neutral,0.0,0.9198696613311768,0.0,finbert
2025-11-06 05:11:09+00:00,Vedanta shifts copper mines to US entity to tap Trump mining push,Indian group will move Zambian copper mines to US-domiciled subsidiary CopperTech Metals,Biztoc.com,https://biztoc.com/x/35806ad68bb026cf,neutral,0.0,0.8635122776031494,0.0,finbert
2025-11-06 02:28:58+00:00,Fortuna Reports Results for the Third Quarter of 2025,"(All amounts are expressed in US dollars, tabular amounts in millions, unless otherwise stated) VANCOUVER, British Columbia, Nov. 05, 2025 (GLOBE NEWSWIRE) — Fortuna Mining Corp. (NYSE: FSM | TSX: FVI) (“Fortuna” or the “Company”) today reported its financial…",Financial Post,https://financialpost.com/globe-newswire/fortuna-reports-results-for-the-third-quarter-of-2025,neutral,0.0,0.9305683970451355,0.0,finbert
2025-11-06 05:00:00+00:00,How International Institutions Are Undermining American Independence,"Every day, Americans are feeling the pinch of globalist policies — from skyrocketing energy prices driven by international climate mandates to the crushing weight of inflation, all while the wealthiest corporations and international interests t...",Americanthinker.com,https://www.americanthinker.com/articles/2025/11/the_globalist_agenda_how_international_institutions_are_undermining_american_independence.html,neutral,0.0,0.5248450636863708,0.0,finbert
2025-11-06 02:46:18+00:00,"Alien Probes Could Already Lurk in Our Solar System, Study Says","In 1949, famed mathematician and physicist John von Neumann delivered a series of addresses at the University of Illinois, where he introduced the concept of ""universal constructor."" The theory was further detailed in the 1966 book, Theory of Self-Reproducing…",ScienceAlert,https://www.sciencealert.com/alien-probes-could-already-lurk-in-our-solar-system-study-says,neutral,0.0,0.9230335354804993,0.0,finbert
2025-11-06 05:00:16+00:00,Hindalco shares drop 6% after Novelis flags $550–650 million cash flow hit from New York plant fire,Hindalco Industries shares fell over 6% after its US subsidiary Novelis said a fire at its New York plant will dent FY26 free cash flow by up to $650 million and EBITDA by $150 million.,The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/hindalco-shares-drop-6-after-novelis-flags-550650-million-cash-flow-hit-from-new-york-plant-fire/articleshow/125123543.cms,negative,-0.9747413992881775,0.9747413992881775,0.0,finbert
2025-11-06 04:24:03+00:00,Piyush Goyal discusses expanding opportunities in Indian aviation sector with Air New Zealand CEO,"Union Minister of Commerce and Industry, Piyush Goyal, shared insights into the growing opportunities in India's aviation sector during his meeting with Nikhil Ravishankar, CEO of Air New Zealand.",The Times of India,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/piyush-goyal-discusses-expanding-opportunities-in-indian-aviation-sector-with-air-new-zealand-ceo/articleshow/125122802.cms,positive,0.6919726133346558,0.6919726133346558,0.0,finbert
2025-11-06 05:09:27+00:00,[Josh Blackman] Counting to Five for the Government In The Tariffs Case,"I was in the Court, and I have a different take on the case.",Reason,https://reason.com/volokh/2025/11/06/counting-to-five-for-the-government-in-the-tariffs-case/,neutral,0.0,0.885662317276001,0.0,finbert
2025-11-06 00:30:08+00:00,Evonith targets aggressive ramp-up in steel capacity by 2030,"The company plans to scale up to 6 million tonnes per annum of capacity over the next three to five years from its existing 0.8 mtpa, according to chairman Jai Saraf.",Livemint,https://www.livemint.com/companies/news/evonith-steel-targets-aggressive-capacity-ramp-up-2030-fifth-largest-steelmaker-jsw-tata-jindal-steel-authority-of-india-11762352327493.html,positive,0.9118964076042175,0.9118964076042175,0.0,finbert
2025-11-06 02:16:44+00:00,"Cautious sentiment to hurt Sensex, Nifty movements","Cautious market sentiment amid mixed global cues keeps Indian equities volatile, with analysts predicting limited direction for Sensex and Nifty.",BusinessLine,https://www.thehindubusinessline.com/markets/cautious-sentiment-to-hurt-sensex-nifty-movements/article70246800.ece,negative,-0.964871346950531,0.964871346950531,0.0,finbert
2025-11-06 05:09:00+00:00,Japan’s trading houses brace for more pain from China steel glut,Japan’s major trading houses are facing a prolonged slump in iron ore and coking coal prices as Chinese steel exports flood into Asia and beyond.,The Japan Times,https://www.japantimes.co.jp/business/2025/11/06/companies/china-steel-exports-trading-houses/,negative,-0.9700441360473633,0.9700441360473633,0.0,finbert
2025-11-06 02:51:39+00:00,Unsettled Ground,"The city’s construction projects don’t just rise skyward. They dig downward, displacing massive amounts of material whose journey in and out of the city few ever see.
The post Unsettled Ground appeared first on Urban Omnibus.",Urbanomnibus.net,https://urbanomnibus.net/2025/11/unsettled-ground/,neutral,0.0,0.7913447618484497,0.0,finbert
2025-11-06 00:00:00+00:00,Characterization and source apportionment of particulate matter and associated culturable bacterial bioaerosols at sites cultivating aromatic and medicinal plants,"Environ. Sci.: Processes Impacts, 2025, Advance ArticleDOI: 10.1039/D5EM00441A, PaperAnisha Yadav, Versha Pandey, Puja KhareThe atmospheric particulate matter (PM) and bioaerosol concentration in agricultural sites varied with agricultural activities and plan…",Royal Society of Chemistry,https://pubs.rsc.org/en/content/articlelanding/2025/em/d5em00441a,neutral,0.0,0.9385265111923218,0.0,finbert
2025-11-06 00:00:00+00:00,Researchers Make a Major Breakthrough in Predicting Neurodegenerative Diseases,"Each night while you dream, your brain performs one of its most important tasks — cleaning itself. As you enter deep sleep, a hidden network flushes away waste that builds up during the day. But when this system slows down, toxic proteins begin to linger, qui…",Mercola.com,https://articles.mercola.com/sites/articles/archive/2025/11/06/early-warning-signs-parkinsons-dementia.aspx,neutral,0.0,0.8096200823783875,0.0,finbert
2025-11-06 00:00:00+00:00,Emerging crops and plant growth-promoting bacteria (PGPB): a synergistic approach to climate-resilient agriculture,This review highlights the benefits of mutualistic plant–microbe interactions in enhancing the resilience of emergent crops and underlies the potential of these crops as valuable resources for exploring novel plant growth-promoting bacteria (PGPB). Emergent c…,Biomedcentral.com,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-025-02225-4,neutral,0.0,0.5711291432380676,0.0,finbert
