time,symbol,timeframe,open,high,low,close,tick_volume,real_volume,spread,timestamp,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,WMA_10,WMA_20,WMA_50,MACD,MACD_signal,MACD_hist,ADX,ADX_plus,ADX_minus,SAR,RSI_14,RSI_21,RSI_28,STOCH_K,STOCH_D,WILLR,ROC_10,ROC_20,ROC_50,MOM,CCI,BB_upper,BB_middle,BB_lower,BB_pct_b,BB_width,ATR_14,ATR_21,ATR_pct,KELT_upper,KELT_middle,KELT_lower,DONCH_upper,DONCH_lower,DONCH_middle,VOL_SMA_10,VOL_SMA_20,VOL_SMA_50,VOL_ratio,OBV,OBV_SMA,MFI,VWAP,PATTERN_DOJI,PATTERN_HAMMER,PATTERN_INVERTED_HAMMER,PATTERN_SHOOTING_STAR,PATTERN_ENGULFING,PATTERN_HARAMI,PATTERN_MORNING_STAR,PATTERN_EVENING_STAR,PATTERN_THREE_WHITE_SOLDIERS,PATTERN_THREE_BLACK_CROWS,HL_range,HL_range_pct,body_size,body_size_pct,upper_shadow,lower_shadow,is_bullish,resistance,support,dist_to_resistance,dist_to_support,returns,log_returns,volatility_10,skew_10,kurt_10,volatility_20,skew_20,kurt_20,volatility_50,skew_50,kurt_50,zscore_20,hour,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_monday,is_friday,is_month_start,is_month_end,is_quarter_start,is_quarter_end,session_sydney,session_tokyo,session_london,session_newyork,overlap_london_newyork,overlap_tokyo_london,main_session,is_liquid_hours,is_low_liquidity,is_peak_hours,hours_since_london_open,hours_since_ny_open,hour_sin,hour_cos,day_sin,day_cos,dom_sin,dom_cos,month_sin,month_cos,minutes_since_midnight,time_of_day_normalized,days_since_month_start,days_to_month_end,is_first_hour_london,is_last_hour_ny,is_first_day_of_week,is_last_day_of_week,is_first_5_days,is_last_5_days,week_of_month,news_1h_news_count,news_1h_sentiment_avg,news_1h_sentiment_sum,news_1h_sentiment_max,news_1h_sentiment_min,news_1h_sentiment_std,news_1h_positive_count,news_1h_negative_count,news_1h_neutral_count,news_1h_positive_ratio,news_1h_negative_ratio,news_4h_news_count,news_4h_sentiment_avg,news_4h_sentiment_sum,news_4h_sentiment_max,news_4h_sentiment_min,news_4h_sentiment_std,news_4h_positive_count,news_4h_negative_count,news_4h_neutral_count,news_4h_positive_ratio,news_4h_negative_ratio,news_12h_news_count,news_12h_sentiment_avg,news_12h_sentiment_sum,news_12h_sentiment_max,news_12h_sentiment_min,news_12h_sentiment_std,news_12h_positive_count,news_12h_negative_count,news_12h_neutral_count,news_12h_positive_ratio,news_12h_negative_ratio,news_24h_news_count,news_24h_sentiment_avg,news_24h_sentiment_sum,news_24h_sentiment_max,news_24h_sentiment_min,news_24h_sentiment_std,news_24h_positive_count,news_24h_negative_count,news_24h_neutral_count,news_24h_positive_ratio,news_24h_negative_ratio,news_1h_sentiment_momentum,news_1h_sentiment_trend,news_1h_sentiment_acceleration,news_4h_sentiment_momentum,news_4h_sentiment_trend,news_4h_sentiment_acceleration,news_12h_sentiment_momentum,news_12h_sentiment_trend,news_12h_sentiment_acceleration,news_24h_sentiment_momentum,news_24h_sentiment_trend,news_24h_sentiment_acceleration,future_price,target
2025-10-31 09:00:00,XAUUSD,M5,4012.98,4016.61,4007.67,4015.71,418,0,5,2025-10-31 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,4013.3300000000004,0,0,0,0,0,0,0,0,0,0,8.940000000000055,0.22262563780751235,2.730000000000018,0.06798299678014642,0.900000000000091,5.309999999999945,1,,,,,,,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,540,0.375,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,,0.0,,,0.19999999999999998,,,0.19999999999999998,,,0.19999999999999998,,4020.64,1
2025-10-31 09:05:00,XAUUSD,M5,4015.52,4016.71,4008.85,4009.02,433,0,16,2025-10-31 09:05:00,,,,,,,,,,,,,,,,,,,,,,4007.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,,4012.4124402663533,0,0,0,0,0,0,0,0,0,0,7.860000000000127,0.19605788945927252,6.5,0.16213438695741103,1.1900000000000546,0.17000000000007276,0,,,,,-0.0016659569540629082,-0.0016673462035168944,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,545,0.3784722222222222,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,0.3,0.8999999999999999,0.7,0.1,0.3464101615137754,1,0,2,0.3333333333333333,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,,0.1,0.25,,0.0,0.19999999999999998,,0.0,0.19999999999999998,,4023.46,1
2025-10-31 09:10:00,XAUUSD,M5,4008.91,4015.56,4007.61,4015.53,421,0,15,2025-10-31 09:10:00,,,,,,,,,,,,,,,,,,,,,,4016.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,,,4012.573810272537,0,0,0,0,100,0,0,0,0,0,7.949999999999818,0.1979813374573174,6.620000000000346,0.16485993131667165,0.02999999999974534,1.2999999999997272,1,,,,,0.0016238382447582023,0.0016225212449726167,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,550,0.3819444444444444,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.39999999999999997,0.7999999999999999,0.7,0.1,0.42426406871192845,1,0,1,0.5,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.09999999999999998,0.3,-2.7755575615628914e-17,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4021.04,1
2025-10-31 09:15:00,XAUUSD,M5,4015.59,4020.4,4014.19,4017.58,417,0,5,2025-10-31 09:15:00,,,,,,,,,,,,,,,,,,,,,,4007.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0,,,4013.7628873100452,0,0,0,0,0,0,0,0,0,0,6.210000000000036,0.1545706619407712,1.9899999999997817,0.04953230551724625,2.8200000000001637,1.400000000000091,1,,,,,0.0005105179141979832,0.0005103876442624962,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,555,0.3854166666666667,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.39999999999999997,0.7999999999999999,0.7,0.1,0.42426406871192845,1,0,1,0.5,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.32499999999999996,-0.09999999999999998,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4018.57,1
2025-10-31 09:20:00,XAUUSD,M5,4017.92,4023.19,4017.87,4020.64,401,0,16,2025-10-31 09:20:00,4015.696,4015.696,,,,,,,,,,,,,,,,,,,,4007.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.0,,,4015.0683014354067,0,0,0,0,0,0,0,0,0,0,5.320000000000164,0.13231724302599,2.7199999999998,0.06765092124636377,2.550000000000182,0.0500000000001819,1,,,,,0.0007616525370994776,0.0007613626270036762,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,560,0.3888888888888889,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,-0.39999999999999997,0.25999999999999995,-0.39999999999999997,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4012.33,0
2025-10-31 09:25:00,XAUUSD,M5,4020.55,4023.7,4018.92,4023.46,376,0,5,2025-10-31 09:25:00,4017.246,4018.284,,,,,,,,,,,,,,,,,,,,4008.2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,4016.1292687212763,0,0,0,0,0,0,0,0,0,0,4.779999999999745,0.11880321911985568,2.9099999999998545,0.07232580912945212,0.23999999999978172,1.6300000000001091,1,,,,,0.0007013808746867412,0.0007011350220718844,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,565,0.3923611111111111,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.21666666666666665,0.39999999999999997,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4018.29,0
2025-10-31 09:30:00,XAUUSD,M5,4023.46,4025.3,4020.85,4021.04,411,0,5,2025-10-31 09:30:00,4019.65,4019.2026666666666,,,,,,,,,,,,,,,,,,,,4009.161208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0,,,4017.024611284903,0,0,0,0,0,0,0,0,0,0,4.450000000000273,0.1106678869148348,2.4200000000000728,0.060183435131211646,1.8400000000001455,0.19000000000005457,0,,,,,-0.0006014723645817455,-0.0006016533216485113,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,570,0.3958333333333333,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.1857142857142857,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4017.38,0
2025-10-31 09:35:00,XAUUSD,M5,4021.14,4021.28,4017.69,4018.57,402,0,16,2025-10-31 09:35:00,4020.2580000000003,4018.9917777777778,,,,,,,,,,,,,,,,,,,,4010.45231136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0,,,4017.288858391786,0,0,0,0,0,0,0,0,0,0,3.5900000000001455,0.08933526105057633,2.569999999999709,0.06395309774371752,0.14000000000032742,0.8800000000001091,0,,,,,-0.0006142689453474404,-0.0006144576858116112,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,575,0.3993055555555556,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.16249999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4021.03,1
2025-10-31 09:40:00,XAUUSD,M5,4018.56,4019.27,4012.05,4012.33,386,0,5,2025-10-31 09:40:00,4019.208,4016.771185185185,,,,,,,,,,,,,,,,,,,,4011.6401264511996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,,,4017.0004001819,0,0,0,0,0,0,0,0,0,0,7.2199999999998,0.17994531855554752,6.230000000000018,0.15527137598353122,0.7100000000000364,0.27999999999974534,0,,,,,-0.0015527911670072392,-0.0015539979966761666,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,580,0.4027777777777778,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.14444444444444443,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4022.94,1
2025-10-31 09:45:00,XAUUSD,M5,4012.54,4019.85,4012.52,4018.29,378,0,6,2025-10-31 09:45:00,4018.7380000000003,4017.2774567901233,4017.2169999999996,4017.2169999999996,,,,,,,,,4017.896909090909,,,,,,,,,4012.05,,,,,,,,,,,,,,,,,,,,,,,,,,404.3,,,,779.0,,,4016.989766674911,0,0,0,0,0,0,0,0,0,0,7.329999999999927,0.18241590328224014,5.75,0.14309569493491012,1.5599999999999454,0.01999999999998181,1,,,,,0.0014854211891843772,0.001484319042429504,,,,,,,,,,,9,4,31,44,10,4,2025,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,1,20,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,585,0.40625,30,0,0,0,0,1,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,4,0.19999999999999998,0.7999999999999999,0.7,-0.1,0.34641016151377546,1,0,3,0.25,0.0,0.0,0.0,0.0,0.0,0.12999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,4026.08,1
