time,symbol,timeframe,open,high,low,close,tick_volume,real_volume,spread,timestamp,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,WMA_10,WMA_20,WMA_50,MACD,MACD_signal,MACD_hist,ADX,ADX_plus,ADX_minus,SAR,RSI_14,RSI_21,RSI_28,STOCH_K,STOCH_D,WILLR,ROC_10,ROC_20,ROC_50,MOM,CCI,BB_upper,BB_middle,BB_lower,BB_pct_b,BB_width,ATR_14,ATR_21,ATR_pct,KELT_upper,KELT_middle,KELT_lower,DONCH_upper,DONCH_lower,DONCH_middle,VOL_SMA_10,VOL_SMA_20,VOL_SMA_50,VOL_ratio,OBV,OBV_SMA,MFI,VWAP,PATTERN_DOJI,PATTERN_HAMMER,PATTERN_INVERTED_HAMMER,PATTERN_SHOOTING_STAR,PATTERN_ENGULFING,PATTERN_HARAMI,PATTERN_MORNING_STAR,PATTERN_EVENING_STAR,PATTERN_THREE_WHITE_SOLDIERS,PATTERN_THREE_BLACK_CROWS,HL_range,HL_range_pct,body_size,body_size_pct,upper_shadow,lower_shadow,is_bullish,resistance,support,dist_to_resistance,dist_to_support,returns,log_returns,volatility_10,skew_10,kurt_10,volatility_20,skew_20,kurt_20,volatility_50,skew_50,kurt_50,zscore_20,hour,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_monday,is_friday,is_month_start,is_month_end,is_quarter_start,is_quarter_end,session_sydney,session_tokyo,session_london,session_newyork,overlap_london_newyork,overlap_tokyo_london,main_session,is_liquid_hours,is_low_liquidity,is_peak_hours,hours_since_london_open,hours_since_ny_open,hour_sin,hour_cos,day_sin,day_cos,dom_sin,dom_cos,month_sin,month_cos,minutes_since_midnight,time_of_day_normalized,days_since_month_start,days_to_month_end,is_first_hour_london,is_last_hour_ny,is_first_day_of_week,is_last_day_of_week,is_first_5_days,is_last_5_days,week_of_month,future_price,target,news_1h_news_count,news_1h_sentiment_avg,news_1h_sentiment_sum,news_1h_sentiment_max,news_1h_sentiment_min,news_1h_sentiment_std,news_1h_positive_count,news_1h_negative_count,news_1h_neutral_count,news_1h_positive_ratio,news_1h_negative_ratio,news_4h_news_count,news_4h_sentiment_avg,news_4h_sentiment_sum,news_4h_sentiment_max,news_4h_sentiment_min,news_4h_sentiment_std,news_4h_positive_count,news_4h_negative_count,news_4h_neutral_count,news_4h_positive_ratio,news_4h_negative_ratio,news_12h_news_count,news_12h_sentiment_avg,news_12h_sentiment_sum,news_12h_sentiment_max,news_12h_sentiment_min,news_12h_sentiment_std,news_12h_positive_count,news_12h_negative_count,news_12h_neutral_count,news_12h_positive_ratio,news_12h_negative_ratio,news_24h_news_count,news_24h_sentiment_avg,news_24h_sentiment_sum,news_24h_sentiment_max,news_24h_sentiment_min,news_24h_sentiment_std,news_24h_positive_count,news_24h_negative_count,news_24h_neutral_count,news_24h_positive_ratio,news_24h_negative_ratio,news_1h_sentiment_momentum,news_1h_sentiment_trend,news_1h_sentiment_acceleration,news_4h_sentiment_momentum,news_4h_sentiment_trend,news_4h_sentiment_acceleration,news_12h_sentiment_momentum,news_12h_sentiment_trend,news_12h_sentiment_acceleration,news_24h_sentiment_momentum,news_24h_sentiment_trend,news_24h_sentiment_acceleration
2025-10-31 04:20:00,XAUUSD,M5,4016.86,4017.83,4014.2,4014.34,396,0,17,2025-10-31 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,,,4015.4566666666665,0,0,0,0,0,0,0,0,0,0,3.630000000000109,0.0904258234230311,2.519999999999982,0.0627749517978044,0.9699999999998,0.1400000000003274,0,,,,,,,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,260,0.1805555555555555,30,0,0,0,0,1,0,1,5,4003.37,0,1,0.5,0.5,0.5,0.5,0.0,1,0,0,1.0,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,,0.5,,,0.15208333333333332,,,0.15208333333333332,,,0.15208333333333332,
2025-10-31 04:25:00,XAUUSD,M5,4014.34,4015.75,4012.14,4013.23,368,0,17,2025-10-31 04:25:00,,,,,,,,,,,,,,,,,,,,,,4017.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,4014.613734729493,0,0,0,0,0,0,0,0,0,0,3.6100000000001273,0.0899524821652416,1.110000000000127,0.0276585194469324,1.4099999999998545,1.0900000000001455,0,,,,,-0.0002765087162522,-0.0002765469518358,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,265,0.1840277777777778,30,0,0,0,0,1,0,1,5,4010.96,0,1,0.5,0.5,0.5,0.5,0.0,1,0,0,1.0,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.5,,0.0,0.15208333333333332,,0.0,0.15208333333333332,,0.0,0.15208333333333332,
2025-10-31 04:30:00,XAUUSD,M5,4013.2,4014.8,4007.85,4010.1,426,0,17,2025-10-31 04:30:00,,,,,,,,,,,,,,,,,,,,,,4017.7162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-398.0,,,4013.290246498599,0,0,0,0,0,0,0,0,0,0,6.950000000000273,0.1733123862247892,3.099999999999909,0.0773048053664474,1.6000000000003638,2.25,0,,,,,-0.0007799204132332,-0.0007802247093869,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,270,0.1875,30,0,0,0,0,1,0,1,5,4011.65,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,-0.5,0.3333333333333333,-0.5,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 04:35:00,XAUUSD,M5,4009.85,4010.26,4003.62,4009.01,463,0,16,2025-10-31 04:35:00,,,,,,,,,,,,,,,,,,,,,,4017.321552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-861.0,,,4011.704829602742,0,0,0,0,0,0,0,0,0,0,6.640000000000327,0.1656269253506558,0.8399999999996908,0.0209528038094115,0.4100000000003092,5.390000000000327,0,,,,,-0.0002718136704819,-0.0002718506185131,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,275,0.1909722222222222,30,0,0,0,0,1,0,1,5,4011.12,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.25,0.5,0.06666666666666668,0.16874999999999998,0.06666666666666668,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 04:40:00,XAUUSD,M5,4009.08,4009.5,4001.56,4003.37,444,0,16,2025-10-31 04:40:00,4010.01,4010.01,,,,,,,,,,,,,,,,,,,,4016.49945888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1305.0,,,4010.2449801303446,0,0,0,0,0,0,0,0,0,0,7.940000000000055,0.1983329045279366,5.710000000000036,0.1426298343645488,0.4200000000000727,1.8099999999999452,0,,,,,-0.0014068311129182,-0.0014078216289098,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,280,0.1944444444444444,30,0,0,0,0,1,0,1,5,4005.11,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.17875,-0.06666666666666668,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 04:45:00,XAUUSD,M5,4003.38,4011.96,4003.38,4010.96,441,0,18,2025-10-31 04:45:00,4009.334,4010.3266666666655,,,,,,,,,,,,,,,,,,,,4015.3043021696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-864.0,,,4009.988110060415,0,0,0,0,0,0,0,0,0,0,8.579999999999927,0.2139138759798135,7.579999999999927,0.1889821888026788,1.0,0.0,1,,,,,0.0018959027019735,0.0018941077467947,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,285,0.1979166666666666,30,0,0,0,0,1,0,1,5,4007.36,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.18541666666666667,0.0,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 04:50:00,XAUUSD,M5,4011.05,4017.27,4010.42,4011.65,429,0,16,2025-10-31 04:50:00,4009.018,4010.7677777777776,,,,,,,,,,,,,,,,,,,,4001.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-435.0,,,4010.439987641837,0,0,0,0,0,0,0,0,0,0,6.849999999999909,0.1707526828113097,0.599999999999909,0.0149564393703316,5.619999999999891,0.6300000000001091,1,,,,,0.0001720286415223,0.0001720138462923,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,290,0.2013888888888889,30,0,0,0,0,1,0,1,5,3994.11,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.0,0.19017857142857145,0.0,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 04:55:00,XAUUSD,M5,4011.66,4012.33,4008.03,4011.12,412,0,17,2025-10-31 04:55:00,4009.222,4010.885185185185,,,,,,,,,,,,,,,,,,,,4001.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-847.0,,,4010.4464920587934,0,0,0,0,0,0,0,0,0,0,4.299999999999727,0.1072019784997638,0.5399999999999636,0.0134625740441563,0.6700000000000728,3.0899999999996908,0,,,,,-0.000132115214438,-0.0001321239424216,,,,,,,,,,,4,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,20,15,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,295,0.2048611111111111,30,0,0,0,0,1,0,1,5,3997.49,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.125,0.0,0.0,0.19375,0.0,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 05:00:00,XAUUSD,M5,4011.34,4013.83,4005.11,4005.11,438,0,17,2025-10-31 05:00:00,4008.442,4008.96012345679,,,,,,,,,,,,,,,,,,,,4002.182116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1285.0,,,4010.1676700724825,0,0,0,0,0,0,0,0,0,0,8.7199999999998,0.2177218603234318,6.230000000000018,0.1555512832356669,2.4899999999997817,0.0,0,,,,,-0.0014983346297292,-0.0014994582555791,,,,,,,,,,,5,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,21,16,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,300,0.2083333333333333,30,0,0,0,0,1,0,1,5,3998.65,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.1111111111111111,0.0,0.0,0.19652777777777777,0.0,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
2025-10-31 05:05:00,XAUUSD,M5,4005.34,4007.76,4001.37,4007.36,445,0,17,2025-10-31 05:05:00,4009.24,4008.426748971193,4009.625,4009.625,,,,,,,,,4008.7245454545455,,,,,,,,,4017.27,,,,,,,,,,,,,,,,,,,,,,,,,,426.2,,,,-840.0,,,4009.679965587361,0,0,0,0,0,0,0,0,0,0,6.390000000000327,0.1594565998562726,2.019999999999982,0.0504072506587873,0.4000000000000909,3.970000000000255,1,,,,,0.0005617823230823,0.0005616245824675,,,,,,,,,,,5,4,31,44,10,4,2025,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,21,16,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,0.2079116908177585,0.9781476007338058,-0.8660254037844386,0.5000000000000001,305,0.2118055555555555,30,0,0,0,0,1,0,1,5,4000.16,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,0.21875,0.4375,0.5,-0.0625,0.397747564417433,1,0,1,0.5,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,3,0.15208333333333332,0.45625,0.5,-0.0625,0.3040310770847831,1,0,2,0.3333333333333333,0.0,0.0,0.1,0.0,0.0,0.19875,0.0,0.0,0.15208333333333332,0.0,0.0,0.15208333333333332,0.0
